index,ds_id,imdb_id,title,budget,release_year,vote_average,vote_count,features,language
2642,12690,tt0800308,Appaloosa,20000000,2008,6.3,305,edharris viggomortensen edharris small town rancher drama western crime,en
2643,13596,tt1046163,My Best Friend's Girl,20000000,2008,5.4,223,howarddeutch danecook katehudson date sex bar test friendship insult stripper blonde liar wedding lap dance duringcreditsstinger romance comedy,en
2644,13948,tt1190617,An American Carol,20000000,2008,4.1,20,davidzucker kevinfarley kelseygrammer terrorist parody documentary filmmaker sattire comedy fantasy,en
2645,14405,tt1014775,Beverly Hills Chihuahua,20000000,2008,4.9,217,rajagosnell drewbarrymore piperperabo dog dirt chihuahua pinata potted plant duringcreditsstinger adventure comedy family,en
2646,10139,tt1013753,Milk,20000000,2008,7.1,628,gusvansant seanpenn emilehirsch gay san francisco homophobia mayor biography politics politician election campaign homosexuality morality election candlelight vigil mayoral campaign history drama,en
2647,14359,tt0918927,Doubt,20000000,2008,7,445,johnpatrickshanley merylstreep philipseymourhoffman sexual abuse boy wine gift janitor singing pedophile gossip compassion tolerance 1960s drama mystery,en
2648,13971,tt1024255,Wild Child,20000000,2008,6.4,421,nickmoore emmaroberts alexpettyfer diving england boarding school spoiled child girls boarding school malibu lacrosse school love interest teenager laptop discipline intimidation school mate change of plan all girls school,en
2649,16996,tt0974661,17 Again,20000000,2009,6.1,1388,burrsteers zacefron lesliemann high school bullying high school sports fake identity adult as a child do over,en
2650,15092,tt1121931,Crank: High Voltage,20000000,2009,5.9,878,briantaylor jasonstatham amysmart female nudity prostitute horse race heart strip club electric shock godzilla sequel tourette syndrome gang shootout public sex cigarette smoking mansion electrocution foot chase surgery taser duringcreditsstinger flashback absurdism ultraviolence action thriller crime,en
2651,21755,tt0844286,The Brothers Bloom,20000000,2008,6.8,206,rianjohnson rachelweisz adrienbrody con man estafa adventure comedy drama romance,en
2652,17927,tt1083456,Fired Up!,20000000,2009,6,194,willgluck nicholasdagosto ericchristianolsen cheerleading aftercreditsstinger duringcreditsstinger,en
2653,21208,tt1148204,Orphan,20000000,2009,6.7,1296,jaumecolletserra verafarmiga petersarsgaard nun deafmute orphan all girl troubled marriage aftercreditsstinger duringcreditsstinger horror thriller mystery,en
2654,17335,tt1198138,Obsessed,20000000,2009,5.1,138,steveshill beyoncknowles idriselba drama thriller,en
2655,17134,tt1160368,12 Rounds,20000000,2009,5.7,223,rennyharlin johncena aidangillen police cops cat and mouse family revenge drama action adventure drama thriller,en
2656,23367,tt0976222,Bandslam,20000000,2009,5.4,129,toddgraff vanessahudgens alymichalka new jersey musical battle of the bands teenager rock band comedy drama family music,en
2657,22074,tt1232207,Capitalism: A Love Story,20000000,2009,7,168,michaelmoore michaelmoore thorabirch usa capitalism capitalist wall street criticism and blame banking money economics corporation,en
2658,3513,tt0126388,Legionnaire,20000000,1998,5.2,106,petermacdonald jeanclaudevandamme adewaleakinnuoyeagbaje rebel shepherd morocco foreign legionaire adventure drama action history thriller,en
2659,36272,tt0377100,Out of Reach,20000000,2004,4,30,pochihleong stevenseagal idanowakowska human trafficking secret code action thriller,en
2660,4597,tt0913354,Armored,20000000,2009,5.5,211,nimrdantal columbusshort laurencefishburne robbery homeless person bank armored car truck heist action crime drama thriller,en
2661,19901,tt0433362,Daybreakers,20000000,2009,6,646,michaelspierig ethanhawke samneill female nudity sunrise waitress experiment rain sunlight vampire dystopia beautiful woman slow motion scene undead decapitation scientist epidemic night creatures fantasy horror action thriller science fiction,en
2662,24271,tt1107860,The Maiden Heist,20000000,2009,5.8,102,peterhewitt morganfreeman christopherwalken scuplture theft security guard comedy crime,en
2663,18476,tt0892767,Horsemen,20000000,2009,5.5,124,jonaskerlund dennisquaid zhangziyi police murder serial killer crime drama horror mystery thriller,en
2664,29427,tt0455407,The Crazies,20000000,2010,6.2,649,breckeisner timothyolyphant radhamitchell terror biological weapon coverup splatter duringcreditsstinger virus mystery horror action,en
2665,34016,tt0815236,She's Out of My League,20000000,2010,5.9,544,jimfieldsmith aliceeve jaybaruchel confidence romantic comedy dating insecurity airport security unlikely lovers twenty something duringcreditsstinger comedy romance,en
2666,27579,tt1440728,The American,20000000,2010,5.8,488,antoncorbijn georgeclooney violanteplacido prostitute sweden suspense priest very little dialogue crime drama thriller,en
2667,23631,tt0985694,Machete,20000000,2010,6.3,1171,robertrodriguez dannytrejo michellerodriguez illegal immigration immigration law machete politician death of a child hard to kill brutal death action comedy thriller,en
2668,40264,tt1666186,Vampires Suck,20000000,2010,4.2,326,jasonfriedberg chrisriggi mattlanter vampire high school prom spoof horror spoof teenager duringcreditsstinger horror comedy,en
2669,41402,tt1228987,Let Me In,20000000,2010,6.7,656,mattreeves kodismitmcphee chlogracemoretz vampire child vampire remake bully young boy biting dead boy hammer horror 1980s drama horror mystery,en
2670,38303,tt1414382,You Again,20000000,2010,6,380,andyfickman kristenbell sigourneyweaver brother sister relationship marriage bully duringcreditsstinger comedy romance,en
2671,16290,tt1116184,Jackass 3D,20000000,2010,6.4,434,jefftremaine johnnyknoxville bammargera pain stunts stuntman stupidity comedy duringcreditsstinger 3d comedy documentary action,en
2672,41439,tt1477076,Saw: The Final Chapter,20000000,2010,5.8,758,kevingreutert tobinbell costasmandylor survivor violence self help guru tricycle prosthetic arm pig mask 3d horror crime,en
2673,50671,tt1334102,The Resident,20000000,2011,5.3,168,anttijokinen christopherlee leepace underwear landlord undressing bathtub hammer horror voyeurism thriller mystery,en
2674,202241,tt1492030,Mildred Pierce,20000000,2011,7.3,36,toddhaynes katewinslet evanrachelwood infidelity business woman from rags to riches miniseries,en
2675,5937,tt1124377,John Rabe,20000000,2009,7.2,30,floriangallenberger ulrichtukur dagmarmanzel japan china biography nszeit lifesaver slaughter wounded soldier drama history war,en
2676,52449,tt1284575,Bad Teacher,20000000,2011,5.4,1634,jakekasdan camerondiaz jasonsegel classroom teacher school workplace humor,en
2677,35688,tt1391137,Why Did I Get Married Too?,20000000,2010,6.1,29,tylerperry tylerperry janetjackson comedy romance,en
2678,60062,tt1547230,Judy Moody and the Not Bummer Summer,20000000,2011,5.1,14,johnschultz jordanabeatty parrismosteller competition family relationships summer vacation duringcreditsstinger comedy family,en
2679,59860,tt1067774,Monte Carlo,20000000,2011,6,611,thomasbezucha selenagomez katiecassidy monte carlo mistaken identity lookalike young woman texan american abroad adventure comedy romance,en
2680,43935,tt1013860,Dylan Dog: Dead of Night,20000000,2011,4.5,142,kevinmunroe brandonrouth peterstormare detective vampire supernatural zombie werewolf ghouls action comedy horror mystery science fiction thriller,en
2681,12819,tt1213012,Alpha and Omega,20000000,2010,5.3,125,bengluck haydenpanettiere justinlong wolf arranged marriage forbidden love road trip park park ranger howling social status family animation,en
2682,48289,tt1226753,The Debt,20000000,2010,6.2,261,johnmadden helenmirren ciarnhinds beach mossad secret agent insane asylum lye syringe lost of friend drama thriller,en
2683,63492,tt0770703,What's Your Number?,20000000,2011,6.2,689,markmylod chrisevans annafaris based on novel loser magazine womanizer mission search boyfriend husband fired past relationship comedy romance,en
2684,70586,tt1748197,Setup,20000000,2011,4.7,150,mikegunther 50cent ryanphillippe heist betrayal action crime drama thriller,en
2685,65057,tt1033575,The Descendants,20000000,2011,6.7,956,alexanderpayne georgeclooney shailenewoodley hawaii fatherinlaw daughter cheating wife beach house boating accident estate dying mother beautiful girl teenage daughter trustee trust fund wild girl wild child realtor comedy drama,en
2686,41411,tt1382725,The Round Up,20000000,2010,7.5,325,roselynebosch jeanreno mlanielaurent drama history war,en
2687,81796,tt1592525,Lockout,20000000,2012,5.8,722,stephenstleger guypearce maggiegrace usa president anti hero dementia future space convict interrogation space station collision in space year 2079 action thriller science fiction,en
2688,50601,tt1486193,5 Days of War,20000000,2011,5.8,63,rennyharlin rupertfriend valkilmer journalist interpreter georgia europe war zone war drama,en
2689,77948,tt1366365,The Cold Light of Day,20000000,2012,4.8,277,mabroukelmechri henrycavill vernicaechegui kidnapping spying government action thriller,en
2690,61012,tt0938330,Silent Hill: Revelation 3D,20000000,2012,5.1,435,michaeljbassett adelaideclemens kitharington female protagonist another dimension based on video game mall occult ritual dark carnival occult torture aftercreditsstinger 3d thriller horror mystery,en
2691,139567,tt1925431,Fire with Fire,20000000,2012,5.6,223,davidbarrett brucewillis joshduhamel firemen witness protection murder us marshal action crime drama thriller,en
2692,128270,tt1230215,Not Fade Away,20000000,2012,5.4,32,davidchase johnmagaro jamesgandolfini new jersey rock band country club 1960s,en
2693,76617,tt1572315,Texas Chainsaw 3D,20000000,2013,5.3,475,johnluessenhop alexandradaddario danyeager sequel gore leatherface slasher chainsaw aftercreditsstinger duringcreditsstinger horror thriller,en
2694,68812,tt1491044,The Iceman,20000000,2012,6.4,368,arielvromen michaelshannon winonaryder new jersey restaurant hitman van arrest psychopath based on true story jail serial murder stabbing crime family bombing ice cream man drug deal contract killer crime syndicate poisoning thriller crime drama,en
2695,68727,tt1924429,Trance,20000000,2013,6.5,975,dannyboyle jamesmcavoy vincentcassel amnesia art thief hypnotism heist movie duringcreditsstinger thriller crime drama mystery,en
2696,4258,tt0795461,Scary Movie 5,20000000,2013,4.6,813,malcolmdlee simonrex ashleytisdale sequel parody spoof aftercreditsstinger duringcreditsstinger,en
2697,107985,tt1213663,The World's End,20000000,2013,6.7,1820,edgarwright simonpegg nickfrost end of the world apocalypse trilogy homage comedy action science fiction,en
2698,136418,tt1893256,Hummingbird,20000000,2013,5.9,587,stevenknight jasonstatham agatabuzek homeless person chinese mafia redemption action thriller,en
2699,109417,tt1532958,Battle of the Year,20000000,2013,5.9,89,bensonlee joshholloway joshpeck musical 3d music drama,en
2700,133931,tt1488181,Zambezia,20000000,2012,5.3,69,waynethornley jeremysuarez samuelljackson falcon bird origin comedy animation adventure family,en
2701,76203,tt2024544,12 Years a Slave,20000000,2013,7.9,3787,stevemcqueen chiwetelejiofor michaelfassbender whip kidnapping slavery plantation night shift violin player physical abuse cotton slave owner 19th century sold into slavery abolitionist drama history,en
2702,226857,tt2318092,Endless Love,20000000,2014,6.7,555,shanafeste alexpettyfer gabriellawilde drama romance,en
2703,24775,tt0361399,Blast,20000000,2004,4.6,12,anthonyhickox eddiegriffin vinniejones action adventure comedy thriller,en
2704,226486,tt2103254,Tammy,20000000,2014,5,508,benfalcone melissamccarthy susansarandon,en
2705,53870,tt0364146,10.5,20000000,2004,5.9,21,johnlafia kimdelaney beaubridges adventure action drama,en
2706,245891,tt2911666,John Wick,20000000,2014,7,5499,chadstahelski keanureeves michaelnyqvist hitman russian mafia revenge murder gangster dog retired widower action thriller,en
2707,171274,tt1791528,Inherent Vice,20000000,2014,6.5,852,paulthomasanderson joaquinphoenix joshbrolin based on novel 1970s private investigator smoking marijuana los angeles 1960s comedy romance crime drama mystery,en
2708,273895,tt1020072,Selma,20000000,2014,7.4,835,avaduvernay davidoyelowo tomwilkinson alabama martin luther king president black american civil rights protest march woman director selma history drama,en
2709,172391,tt1487931,Khumba,20000000,2013,5.8,74,anthonysilverston jaketaustin liamneeson 3d khumba animation adventure family,en
2710,241239,tt2937898,A Most Violent Year,20000000,2014,6.5,550,jcchandor oscarisaac jessicachastain corruption capitalism winter american dream immigrant business ethics truck oil lawyer new york city loan shark coat tunnel 1980s husband wife relationship truck hijacking bank loan crime drama thriller,en
2711,17806,tt0196723,Forever Lulu,20000000,2000,5.1,6,johnkaye melaniegriffith patrickswayze drama comedy romance,en
2712,6163,tt1153106,The Hessen Affair,20000000,2009,5.1,4,paulbreuls michaelbowen noahsegan post world war ii 1940s history drama action,en
2713,325358,tt2933474,Superfast!,20000000,2015,4.5,94,jasonfriedberg alexashbaugh dalepavinkski spoof automobile racing action comedy,en
2714,334074,tt3247714,Survivor,20000000,2015,5.4,407,jamesmcteigue piercebrosnan millajovovich new years eve fire showdown terrorist embassy hand grenade truck laboratory on the run orphan death cigarette lighter microscope hazmat suit,en
2715,272878,tt3369806,Max,20000000,2015,6.8,282,boazyakin thomashadenchurch joshwiggins afghanistan war based on true story rescue betrayal dog grieving adventure drama family,en
2716,256962,tt1810683,Little Boy,20000000,2015,7,190,alejandromonteverde jakobsalvati emilywatson japanese world war ii spirituality comedy drama war,en
2717,239568,tt2758904,Search Party,20000000,2014,5.2,62,scotarmstrong adampally tjmiller,en
2718,182560,tt2402101,Dark Places,20000000,2015,5.7,488,gillespaquetbrenner charlizetheron nicholashoult prison based on novel brother sister relationship satanism witness strip club survivor stripper murder slaughter pregnancy hired killer flashback murder of family drama mystery thriller,en
2719,314365,tt1895587,Spotlight,20000000,2015,7.8,2751,tommccarthy markruffalo michaelkeaton child abuse journalism judge florida boston pedophilia court coverup priest lawyer catholic catholic church catholicism september 11 2001 investigative journalism cardinal christmas drama thriller history,en
2720,295964,tt2503944,Burnt,20000000,2015,6.3,974,johnwells bradleycooper siennamiller london england cook restaurant diva career kitchen redemption drug drug addict chef come back,en
2721,346808,tt3181776,Momentum,20000000,2015,5.9,168,stephenscampanelli olgakurylenko morganfreeman martial arts assassin woman with gun action thriller,en
2722,351819,tt4667094,Fifty Shades of Black,20000000,2016,4.3,337,michaeltiddes marlonwayans kalihawk sex black parody spoof millionaire romance comedy,en
2723,335778,tt3231054,Risen,20000000,2016,5.7,300,kevinreynolds tomfelton cliffcurtis christianity jesus christ apostle crucifixion jerusalem ancient rome faith resurrection dead body judaism religious tomb,en
2724,335778,tt3231054,Risen,20000000,2016,5.7,300,kevinreynolds tomfelton cliffcurtis christianity jesus christ apostle crucifixion jerusalem ancient rome faith resurrection dead body judaism religious tomb,en
2725,334531,tt3719896,My All American,20000000,2015,6.8,38,angelopizzo aaroneckhart finnwittrock american football biography sport championship,en
2726,334531,tt3719896,My All American,20000000,2015,6.8,38,angelopizzo aaroneckhart finnwittrock american football biography sport championship,en
2727,296096,tt2674426,Me Before You,20000000,2016,7.6,2674,theasharrock emiliaclarke samclaflin england based on novel depression small town wheelchair caretaker caregiver disabled twenty something woman director romantic drama dead end job accident drama romance,en
2728,296096,tt2674426,Me Before You,20000000,2016,7.6,2674,theasharrock emiliaclarke samclaflin england based on novel depression small town wheelchair caretaker caregiver disabled twenty something woman director romantic drama dead end job accident drama romance,en
2729,263341,tt2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny",20000000,2016,6,174,yuenwooping michelleyeoh donnieyen martial arts wuxia action adventure drama,en
2730,263341,tt2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny",20000000,2016,6,174,yuenwooping michelleyeoh donnieyen martial arts wuxia action adventure drama,en
2731,146198,tt1712261,Triple 9,20000000,2016,5.6,812,johnhillcoat caseyaffleck chiwetelejiofor heist betrayal dirty cop action thriller,en
2732,146198,tt1712261,Triple 9,20000000,2016,5.6,812,johnhillcoat caseyaffleck chiwetelejiofor heist betrayal dirty cop action thriller,en
2733,326423,tt3628584,Barbershop: The Next Cut,20000000,2016,6.2,171,malcolmdlee icecube common sequel barbershop,en
2734,333669,tt2368619,Bastille Day,20000000,2016,6,378,jameswatkins idriselba richardmadden france bomb cia bank intelligence agency terrorism cia agent counter intelligence french police,en
2735,234004,tt2865120,Ratchet & Clank,20000000,2016,5.4,188,jericcacleland jamesarnoldtaylor davidkaye saving the world extraterrestrial technology spaceship alien comedy furry best friend robot based on video game woman director wacky gadgets spaceship mechanic action adventure animation family,en
2736,376659,tt4651520,Bad Moms,20000000,2016,6.3,1287,jonlucas milakunis kristenbell alcohol bar party divorce family hit and run bathroom humor,en
2737,283552,tt2547584,The Light Between Oceans,20000000,2016,6.9,403,derekcianfrance michaelfassbender aliciavikander,en
2738,184341,tt1781827,Hands of Stone,20000000,2016,6,110,jonathanjakubowicz robertdeniro edgarramrez,en
2739,368993,tt4936176,Mascots,20000000,2016,5.8,54,christopherguest zachwoods sarahbaker,en
2740,334524,tt1800302,Gold,20000000,2016,6.6,403,stephengaghan matthewmcconaughey brycedallashoward gold fraud wall street mining rise and fall indonesia alcoholism money gold mine 1990s inspired by a true story ugly american thriller adventure drama,en
2741,345922,tt3401882,Fist Fight,20000000,2017,6.2,339,richiekeen charlieday icecube high school high school teacher,en
2742,345938,tt2872518,The Shack,20000000,2017,6.9,330,stuarthazeldine samworthington octaviaspencer based on novel christian loss of daughter death of a child guilt death of daughter family trip drama fantasy,en
2743,403390,tt3182620,Bitter Harvest,20000000,2017,6.7,22,georgemendeluk maxirons samanthabarks ukraine ukrainian village holodomor war drama history romance,en
2744,289222,tt1730768,The Zookeeper's Wife,20000000,2017,7.1,160,nikicaro jessicachastain johanheldenbergh holocaust world war ii nazis biography jewish zookeeper poland drama history,en
2745,397422,tt4799050,Rough Night,20000000,2017,5.6,336,luciaaniello scarlettjohansson jillianbell miami dark comedy male stripper bachelorette party drama comedy,en
2746,16455,tt0339334,The Magic Roundabout,20000000,2005,5.6,38,daveborthwick ianmckellen kylieminogue animation family,en
2747,2331,tt0199232,Jesus,20000000,1999,5.4,8,rogeryoung jeremysisto arminmuellerstahl christianity communion jesus christ last supper bible synagogue resurrection religion jewish judaism history drama,en
2748,15613,tt0106912,Fire in the Sky,19885552,1993,6.5,128,robertlieberman dbsweeney robertpatrick based on novel biography police woods ufo extraterrestrial alien mystery true drama horror thriller mystery,en
2749,5279,tt0280707,Gosford Park,19800000,2001,6.8,256,robertaltman helenmirren cliveowen servant money shooting party drama mystery thriller,en
2750,239678,tt1371150,This Is Where I Leave You,19800000,2014,6.5,512,shawnlevy jasonbateman tinafey based on novel funeral dysfunctional family death of father man child family mourning grieving drama comedy,en
2751,111839,tt0423455,Hemingway & Gellhorn,19500000,2012,6.1,40,philipkaufman nicolekidman cliveowen sex journalist europe infidelity nudity biography war love romance writer divorce tv movie drama romance,en
2752,290751,tt1741273,Secret in Their Eyes,19500000,2015,6.2,341,billyray chiwetelejiofor nicolekidman fbi missing child crime drama mystery,en
2753,14202,tt0446755,The Painted Veil,19400000,2006,7.1,319,johncurran edwardnorton juliethowland china cholera foreign aid epidemic loveless marriage drama romance,en
2754,11169,tt0360009,Spartan,19250000,2004,6.3,104,davidmamet valkilmer derekluke secret agent politics dubai illegal prostitution mystery action drama thriller crime,en
2755,62630,tt1270262,The Devil's Double,19100000,2011,6.5,208,leetamahori dominiccooper ludivinesagnier palace impostor pervertion drama action thriller crime war,en
2756,35196,tt0114272,Restoration,19000000,1995,6.3,30,michaelhoffman robertdowneyjr megryan jealousy medicine fountain court wealth spaniel gloves drama romance,en
2757,755,tt0116367,From Dusk Till Dawn,19000000,1996,6.9,1644,robertrodriguez georgeclooney quentintarantino dancing brother brother relationship sexual obsession showdown sheriff eroticism nudity bank robber vampire holy water siege stripper priest explosion extreme violence bank robbery preacher hostage situation crucifix recreational vehicle blood spurting convenience store female vampire mexican american border nightclub entertainer boa constrictor horror action thriller crime,en
2758,9737,tt0112442,Bad Boys,19000000,1995,6.5,1729,michaelbay willsmith martinlawrence miami detective handcuffs airport mexican standoff strip club witness protection car crash internal affairs gunfight explosion brutality foot chase car chase drug lord hangar loose cannon bust reference to skittles black cop badge action hero corrupt cop action comedy crime thriller,en
2759,274,tt0102926,The Silence of the Lambs,19000000,1991,8.1,4549,jonathandemme jodiefoster anthonyhopkins based on novel psychopath horror suspense serial killer psychological thriller cannibal fbi agent animal in cast credits cannibalism crime drama thriller,en
2760,694,tt0081505,The Shining,19000000,1980,8.1,3890,stanleykubrick jacknicholson shelleyduvall hotel isolation hotelier colorado maze bartender ax delusion loneliness caretaker vision snow writer alcoholic snowed in off season horror thriller,en
2761,105,tt0088763,Back to the Future,19000000,1985,8,6239,robertzemeckis michaeljfox christopherlloyd clock tower car race terrorist delorean lightning guitar plutonium sports car inventor journey in the past time travel race against time partner misfit mad scientist fish out of water teenage love destiny hidden identity odd couple escapade disorder chases and races love and romance teenage life misfit partners changing the past or future getting home inventions and discoveries adventure comedy science fiction family,en
2762,9413,tt0119896,Picture Perfect,19000000,1997,5.1,114,glenngordoncaron jenniferaniston jaymohr fire hero lie career woman photography comedy romance,en
2763,10155,tt0120399,U Turn,19000000,1997,6.5,185,oliverstone seanpenn nicknolte car breakdown wilderness kiss gambling debts car garage,en
2764,41417,tt0120670,Firestorm,19000000,1998,4.7,17,deansemler howielong scottglenn prison fire firemen criminal jail break forest fire action adventure thriller,en
2765,11133,tt0091778,Poltergeist II: The Other Side,19000000,1986,5.8,172,briangibson craigtnelson jobethwilliams monster poltergeist supernatural powers family secrets horror thriller,en
2766,9340,tt0089218,The Goonies,19000000,1985,7.4,1563,richarddonner seanastin joshbrolin gunfight urination hidden reference to liberace group vomit exercise machine water slide housing foreclosure walking the plank lost treasure lifting male in air adventure comedy family,en
2767,24808,tt0086336,Something Wicked This Way Comes,19000000,1983,6.6,38,jackclayton jasonrobards jonathanpryce circus witch based on novel lightning dream maze elephant clown carnival spider black magic boy decapitation storm tarantula gothic sideshow child murder autumn lightning rod fantasy mystery thriller,en
2768,11562,tt0097123,Crimes and Misdemeanors,19000000,1989,7.4,201,woodyallen woodyallen martinlandau new york adultery assassin professor brotherinlaw murder mistress doctor hired killer documentary filmmaker comedy drama,en
2769,11377,tt0185371,House on Haunted Hill,19000000,1999,5.5,211,williammalone geoffreyrush famkejanssen lunatic asylum aftercreditsstinger horror mystery thriller,en
2770,32669,tt0100828,The Two Jakes,19000000,1990,6.2,48,jacknicholson jacknicholson harveykeitel los angeles private detective crime drama mystery,en
2771,31618,tt0094731,Betrayed,19000000,1988,5.6,19,costagavras debrawinger tomberenger ku klux klan fbi widow murder racism terrorism violence farmer hunt radio show host white supremacist action drama romance thriller,en
2772,4247,tt0175142,Scary Movie,19000000,2000,6,1468,keenenivorywayans carmenelectra davesheridan sex garage psychopath crude humor drug,en
2773,21309,tt0091860,River's Edge,19000000,1986,6.7,59,timhunter crispinglover keanureeves sex police friends murder crime drama,en
2774,9599,tt0094761,The Blob,19000000,1988,6.3,187,chuckrussell kevindillon shawneesmith killing cinema slime disgust comet cold quarantine playboy remake alien hospital sewer freezer military liquefaction bad boy horror science fiction,en
2775,21291,tt0097142,Dad,19000000,1989,5.6,20,garydavidgoldberg jacklemmon teddanson father son relationship heart attack drama comedy,en
2776,12150,tt0098273,Sea of Love,19000000,1989,6.7,144,haroldbecker alpacino ellenbarkin new york alcohol sex detective newspaper nudity suspect police murder suspense serial killer neonoir drama crime mystery,en
2777,69928,tt0085891,The Man Who Loved Women,19000000,1983,4.4,9,blakeedwards burtreynolds julieandrews,en
2778,49370,tt0089798,Perfect,19000000,1985,3.9,32,jamesbridges johntravolta jamieleecurtis courtroom gym aerobics fitness drama romance,en
2779,2757,tt0268126,Adaptation.,19000000,2002,7.3,649,spikejonze nicolascage merylstreep alligator marriage crisis writers block orchid comedy crime drama,en
2780,10152,tt0329028,Dumb and Dumberer: When Harry Met Lloyd,19000000,2003,4.1,211,troymiller mimirogers ericchristianolsen skateboarding adoption friendship fate,en
2781,7442,tt0102945,Sleeping with the Enemy,19000000,1991,6.1,228,josephruben juliaroberts patrickbergin violent husband suspense fakes death drama crime thriller,en
2782,2778,tt0109447,Clifford,19000000,1994,5.3,17,paulflaherty martinshort charlesgrodin shenanigan uncle comedy family,en
2783,11044,tt0106307,Arizona Dream,19000000,1993,7.2,170,emirkusturica johnnydepp jerrylewis flying arizona car dealer american dream selfdiscovery fantasy comedy drama romance,en
2784,11247,tt0356470,A Cinderella Story,19000000,2004,6.1,737,markrosman hilaryduff jennifercoolidge jealousy cinderella work step mother high school school party orphan teenager disguise american football player teenage romance step sister modern fairy tale,en
2785,10762,tt0364751,Without a Paddle,19000000,2004,5.3,217,stevenbrill sethgreen matthewlillard death of a friend treasure hunt action adventure comedy thriller,en
2786,11085,tt0056264,Mutiny on the Bounty,19000000,1962,6.5,68,lewismilestone trevorhoward marlonbrando exotic island captain mutiny heartthrob tahiti import adventure drama history,en
2787,10065,tt0384806,The Amityville Horror,19000000,2005,6,606,andrewdouglas ryanreynolds melissageorge holy water long island remake family dinner paranormal violence wood chopping backwards tortured to death moving in based on supposedly true story horror thriller drama,en
2788,8643,tt0404032,The Exorcism of Emily Rose,19000000,2005,6.3,675,scottderrickson lauralinney tomwilkinson epilepsy possession teenage girl spirit umbrella cross prosecutor catholicism negligent homicide archdiocese agnostic malnutrition burning psychotic epileptic disorder crime drama horror thriller,en
2789,1251,tt0498380,Letters from Iwo Jima,19000000,2006,7.2,553,clinteastwood kenwatanabe kazunarininomiya world war ii cave dying and death pacific theater japanese army imperial japan action adventure drama war,en
2790,10294,tt0452702,Vacancy,19000000,2007,6,406,nimrdantal katebeckinsale lukewilson motel hidden camera remoteness deception psychological thriller killer trapped survival horror estranged couple broken down car one night isolated horror thriller,en
2791,4771,tt0452623,Gone Baby Gone,19000000,2007,7.2,1034,benaffleck caseyaffleck michellemonaghan corruption robbery detective based on novel boston kidnapping blackmail police murder conspiracy gang pedophile violence drug alcoholic addict child kidnapping neonoir crime drama mystery,en
2792,13523,tt1135985,Sex Drive,19000000,2008,6,348,seananders joshzuckerman amandacrew sex jealousy virgin nudity community friendship high school road trip friends romance redneck loss of virginity hitchhiker teen movie boyfriend pickup knoxville comedy adventure romance,en
2793,13207,tt0758746,Friday the 13th,19000000,2009,5.7,566,marcusnispel derekmears jaredpadalecki teenager cabin in the woods axe murder camp counselor jason vorhees,en
2794,25195,tt1216492,Leap Year,19000000,2010,6.5,474,anandtucker amyadams matthewgoode taxi bar wales marriage proposal airplane pub cow wedding ring wedding proposal cardiologist ireland cliffs romance comedy,en
2795,17277,tt0058085,The Fall of the Roman Empire,19000000,1964,6,34,anthonymann sophialoren stephenboyd roman empire ancient rome war drama history,en
2796,41210,tt0889573,The Switch,19000000,2010,5.9,599,joshgordon jasonbateman jenniferaniston alcohol single parent baby restaurant aquarium sperm little boy male female relationship pregnant artificial insemination comedy romance drama,en
2797,50725,tt0810922,Take Me Home Tonight,19000000,2011,6.2,215,michaeldowse tophergrace annafaris becoming an adult lie night sister job party friends deception best friend comedy drama romance,en
2798,73191,tt0107719,The Nutcracker,19000000,1993,5.6,5,darcikistler damianwoetzel family fantasy music,en
2799,88451,tt0084931,"Yes, Giorgio",19000000,1982,5,1,franklinjschaffner lucianopavarotti kathrynharrold drama comedy romance foreign,en
2800,55465,tt1268799,A Very Harold & Kumar Christmas,19000000,2011,6,335,toddstraussschulson neilpatrickharris johncho holiday indian lead beer christmas tree cannabis sequel vulgarity drug asian 3d beer pong,en
2801,245698,tt1596345,Pawn Sacrifice,19000000,2015,6.7,272,edwardzwick tobeymaguire lilyrabe chess cold war russia biography victory thriller drama,en
2802,223702,tt1700841,Sausage Party,19000000,2016,5.6,2310,conradvernon sethrogen kristenwiig supermarket party sausage food anthropomorphism sex scene musical number adult animation grocery store gum adventure animation comedy fantasy,en
2803,328387,tt3531824,Nerve,19000000,2016,7.1,2262,henryjoost emmaroberts davefranco based on novel technology internet hacking teenager new york city game adaptation dare cellphone video based on young adult novel smartphone taking a risk mystery adventure crime,en
2804,131039,tt1215482,Sea Wolf,19000000,2009,4.9,4,sebastiankoch nevecampbell,en
2805,53774,tt1504261,The Sinking of the Laconia,18550417,2011,4.9,4,uwejanson andrewbuchan kenduken u boat 1940s weltkrieg untergang drama history war,en
2806,679,tt0090605,Aliens,18500000,1986,7.7,3282,jamescameron sigourneyweaver michaelbiehn android extraterrestrial technology space marine spaceman cryogenics vacuum space colony warrior woman settler space travel colony alien xenomorph horror action thriller science fiction,en
2807,1878,tt0120669,Fear and Loathing in Las Vegas,18500000,1998,7.2,1321,terrygilliam johnnydepp beniciodeltoro gonzo journalist sweaty face fake identity wedding chapel grapefruit cadillac convertible gibberish corvette stingray police convention adventure drama comedy,en
2808,23082,tt1058017,The Invention of Lying,18500000,2009,6,523,rickygervais rickygervais jennifergarner comedy romance fantasy,en
